KEGG_Foam_pathway	KEGG_Foam_pathway	Univocal number of KEGG codes	Total number of KEGG codes	Univocal number of genes	Total number of genes	Output type
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Phosphocarrier protein hpr	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Phosphocarrier protein hpr	1	1	1	1	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfate reduction (assimilatory)	18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfate reduction (assimilatory)	2	5	5	5	FOAM
21_Cellular response to stress#Response to nitrosative stress	21_Cellular response to stress#Response to nitrosative stress	9	18	16	18	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Arginine/ornithine transporter [mD:m00235]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Arginine/ornithine transporter [mD:m00235]	0	0	0	0	FOAM
L1#L2#L3#L4	L1#L2#L3#L4	0	0	0	0	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfoacetaldehyde degradation	18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfoacetaldehyde degradation	0	0	0	0	FOAM
15_Methylotrophy#Formaldehyde oxidation (tetrahydrofolate pathway)	15_Methylotrophy#Formaldehyde oxidation (tetrahydrofolate pathway)	5	10	2	10	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate VI	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate VI	1	1	1	1	FOAM
19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Lipopolysaccharide biosynthesis	19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Lipopolysaccharide biosynthesis	24	48	46	48	FOAM
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates#Hexose	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates#Hexose	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#2-Aminoethylphosphonate transporter [mD:m00302]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#2-Aminoethylphosphonate transporter [mD:m00302]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative sulfate transporter [mD:m00187]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative sulfate transporter [mD:m00187]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Phosphate transporter [mD:m00222]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Phosphate transporter [mD:m00222]	4	6	5	6	FOAM
02_Homoacetogenesis#Glycolysis	02_Homoacetogenesis#Glycolysis	6	12	12	12	FOAM
10_TCA cycle#Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	10_TCA cycle#Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Superpathway of clostridium acetobutylicum solventogenic fermentation	01_Fermentation#Pyruvate Fermentation#Superpathway of clostridium acetobutylicum solventogenic fermentation	1	1	1	1	FOAM
05_Fatty acid oxidation#Fatty acid beta-oxidation I	05_Fatty acid oxidation#Fatty acid beta-oxidation I	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Phenylproprionate permease (ppp) [tc:2.A.1.27]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Phenylproprionate permease (ppp) [tc:2.A.1.27]	0	0	0	0	FOAM
16_Embden Meyerhof-Parnos (EMP)#EMP	16_Embden Meyerhof-Parnos (EMP)#EMP	0	0	0	0	FOAM
01_Fermentation#Acetyl-coA fermentation to butyrate II (clostridium)	01_Fermentation#Acetyl-coA fermentation to butyrate II (clostridium)	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Enzyme II_glucose-specific  component [mD:m00265]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Enzyme II_glucose-specific  component [mD:m00265]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese/zinc/iron transporter [mD:m00319]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese/zinc/iron transporter [mD:m00319]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Valine, leucine and isoleucine biosynthesis	06_Amino acid utilization biosynthesis metabolism#Valine, leucine and isoleucine biosynthesis	7	17	16	17	FOAM
06_Amino acid utilization biosynthesis metabolism#Phenylalanine, tyrosine and tryptophan biosynthesis	06_Amino acid utilization biosynthesis metabolism#Phenylalanine, tyrosine and tryptophan biosynthesis	8	12	7	12	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	1	1	1	1	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Ascorbate-specific II component [mD:m00283]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Ascorbate-specific II component [mD:m00283]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrification (aerobic ammonia oxydation, bacterial and archea)#Ammonia to hydroxylamine	11_Nitrogen cycle#Nitrification (aerobic ammonia oxydation, bacterial and archea)#Ammonia to hydroxylamine	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese transporter [mD:m00316]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese transporter [mD:m00316]	0	0	0	0	FOAM
10_TCA cycle#Reductive TCA cycle	10_TCA cycle#Reductive TCA cycle	11	31	24	31	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Glutamate/aspartate transporter [mD:m00230]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Glutamate/aspartate transporter [mD:m00230]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Protein transporters#Feline leukemia virus subgroup c receptor (FlvcR) [tc:2.A.1.28]	12_Transporters#Major Facilitator superfamily (MFS)#Protein transporters#Feline leukemia virus subgroup c receptor (FlvcR) [tc:2.A.1.28]	0	0	0	0	FOAM
15_Methylotrophy#Formaldehyde oxidation (h4mpt pathway)	15_Methylotrophy#Formaldehyde oxidation (h4mpt pathway)	2	2	2	2	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Branched-chain amino acid transporter [mD:m00237]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Branched-chain amino acid transporter [mD:m00237]	5	18	18	18	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Sorbose-specific II component [mD:m00278]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Sorbose-specific II component [mD:m00278]	0	0	0	0	FOAM
09_Carbohydrate Active enzyme - CAZy#Glycosyltransferase	09_Carbohydrate Active enzyme - CAZy#Glycosyltransferase	8	18	18	18	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Fructose-specific II component [mD:m00304]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Fructose-specific II component [mD:m00304]	0	0	0	0	FOAM
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Transamination	06_Amino acid utilization biosynthesis metabolism#Transamination	1	3	3	3	FOAM
21_Cellular response to stress#Trehalose metabolism in response to cold stress	21_Cellular response to stress#Trehalose metabolism in response to cold stress	2	2	2	2	FOAM
15_Methylotrophy#RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	15_Methylotrophy#RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Siderophore-iron transporter (sIt) [tc:2.A.1.16]	12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Siderophore-iron transporter (sIt) [tc:2.A.1.16]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Oligosaccharide:h+ symporter (ohs) family [tc:2.A.1.5]	12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Oligosaccharide:h+ symporter (ohs) family [tc:2.A.1.5]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Glycine, serine and threonine metabolism	06_Amino acid utilization biosynthesis metabolism#Glycine, serine and threonine metabolism	12	27	23	27	FOAM
21_Cellular response to stress#Regulation of translation in response to oxidative stress	21_Cellular response to stress#Regulation of translation in response to oxidative stress	2	2	1	2	FOAM
06_Amino acid utilization biosynthesis metabolism#Histidine biosynthesis, pRpp => histidine	06_Amino acid utilization biosynthesis metabolism#Histidine biosynthesis, pRpp => histidine	8	11	6	11	FOAM
21_Cellular response to stress#Cellular response to oxidative stress	21_Cellular response to stress#Cellular response to oxidative stress	2	2	2	2	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Ribose transporter [mD:m00212]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Ribose transporter [mD:m00212]	3	6	6	6	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Drug:h+ antiporter-3 (12 spanner) (DhA3) [tc:2.A.1.21]	12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Drug:h+ antiporter-3 (12 spanner) (DhA3) [tc:2.A.1.21]	1	8	8	8	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Hydroxylamine reduction	11_Nitrogen cycle#Nitrogenated compounds Reduction#Hydroxylamine reduction	2	6	5	6	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Fructose-specific II-like component [mD:m00306]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Fructose-specific II-like component [mD:m00306]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Multiple sugar transporter [mD:m00196]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Multiple sugar transporter [mD:m00196]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Cellobiose	19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Cellobiose	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Putative phosphonate transporter [mD:m00224]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Putative phosphonate transporter [mD:m00224]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Fosmidomycin resistance (Fsr) family [tc:2.A.1.35]	12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Fosmidomycin resistance (Fsr) family [tc:2.A.1.35]	1	1	1	1	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#ABC-2 type transporter [mD:m00254]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#ABC-2 type transporter [mD:m00254]	2	12	11	12	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation VII	06_Amino acid utilization biosynthesis metabolism#Lysine degradation VII	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Cellobiose transporter [mD:m00206]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Cellobiose transporter [mD:m00206]	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#N-glycan biosynthesis	19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#N-glycan biosynthesis	4	14	14	14	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Glutamate	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Glutamate	1	4	4	4	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Maltose and glucose-specific II component [mD:m00266]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Maltose and glucose-specific II component [mD:m00266]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Oxydation deamination	06_Amino acid utilization biosynthesis metabolism#Oxydation deamination	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to ethanol I	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to ethanol I	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Zinc transporter [mD:m00242]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Zinc transporter [mD:m00242]	2	2	2	2	FOAM
20_Hydrolysis of polymers#Chitin	20_Hydrolysis of polymers#Chitin	3	7	7	7	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#AI-2 transporter [mD:m00219]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#AI-2 transporter [mD:m00219]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Galactitol-specific II component [mD:m00279]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Galactitol-specific II component [mD:m00279]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrite oxide to nitrous oxide	11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrite oxide to nitrous oxide	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Glucitol/sorbitol-specific II component [mD:m00280]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Glucitol/sorbitol-specific II component [mD:m00280]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Bicarbonate transporter [mD:m00321]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Bicarbonate transporter [mD:m00321]	0	0	0	0	FOAM
01_Fermentation#Glutamate degradation V (via hydroxyglutarate)	01_Fermentation#Glutamate degradation V (via hydroxyglutarate)	1	1	1	1	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfate reduction (dissimilatory)	18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfate reduction (dissimilatory)	0	0	0	0	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfolactate degradation	18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfolactate degradation	3	3	2	3	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Multiple sugar transporter [mD:m00207]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Multiple sugar transporter [mD:m00207]	4	11	11	11	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#N-Acetylglucosamine transporter [mD:m00205]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#N-Acetylglucosamine transporter [mD:m00205]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Teichoic acid transporter [mD:m00251]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Teichoic acid transporter [mD:m00251]	1	1	1	1	FOAM
18_Sulfur compounds metabolism#Chemoautotrophic oxidation of sulfur compounds#Sulfide oxidation III or sulfur oxidation I (sulfur dioxygenase)	18_Sulfur compounds metabolism#Chemoautotrophic oxidation of sulfur compounds#Sulfide oxidation III or sulfur oxidation I (sulfur dioxygenase)	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate III	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate III	0	0	0	0	FOAM
08_Hydrocarbon degradation#Aromatic carboxylic acid degradation	08_Hydrocarbon degradation#Aromatic carboxylic acid degradation	5	6	6	6	FOAM
21_Cellular response to stress#Cellular response to stress	21_Cellular response to stress#Cellular response to stress	10	31	21	31	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Simple sugar transporter [mD:m00221]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Simple sugar transporter [mD:m00221]	3	22	22	22	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Pyruvate to leucine	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Pyruvate to leucine	1	4	4	4	FOAM
06_Amino acid utilization biosynthesis metabolism#Deamination of cystein and methionine	06_Amino acid utilization biosynthesis metabolism#Deamination of cystein and methionine	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Cyanate porter (cp) family [tc:2.A.1.17]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Cyanate porter (cp) family [tc:2.A.1.17]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Valine, leucine and isoleucine degradation	06_Amino acid utilization biosynthesis metabolism#Valine, leucine and isoleucine degradation	9	11	11	11	FOAM
19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Lactose	19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Lactose	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to propionate II (acrylate pathway)	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to propionate II (acrylate pathway)	0	0	0	0	FOAM
16_Embden Meyerhof-Parnos (EMP)#Glycolysis III (EMP)	16_Embden Meyerhof-Parnos (EMP)#Glycolysis III (EMP)	0	0	0	0	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Thiosulfate disproportionation	18_Sulfur compounds metabolism#Sulfur compounds cycle#Thiosulfate disproportionation	2	8	8	8	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Maltooligosaccharide transporter [mD:m00195]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Maltooligosaccharide transporter [mD:m00195]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Histidine degradation	06_Amino acid utilization biosynthesis metabolism#Histidine degradation	1	2	2	2	FOAM
01_Fermentation#Acetoin biosynthesis#Superpathway of 2,3-butanediol biosynthesis	01_Fermentation#Acetoin biosynthesis#Superpathway of 2,3-butanediol biosynthesis	1	2	2	2	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#D-Xylose transporter [mD:m00215]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#D-Xylose transporter [mD:m00215]	1	1	1	1	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate VII	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate VII	0	0	0	0	FOAM
05_Fatty acid oxidation#Fatty acid beta-oxidation IV (unsaturated)	05_Fatty acid oxidation#Fatty acid beta-oxidation IV (unsaturated)	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Nitrogen regulatory II component	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Nitrogen regulatory II component	0	0	0	0	FOAM
01_Fermentation#Heterolactic fermentation	01_Fermentation#Heterolactic fermentation	0	0	0	0	FOAM
01_Fermentation#Acetoin biosynthesis#Meso-butanediol biosynthesis I	01_Fermentation#Acetoin biosynthesis#Meso-butanediol biosynthesis I	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Lactose-specific	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Lactose-specific	0	0	0	0	FOAM
20_Hydrolysis of polymers#Xylose	20_Hydrolysis of polymers#Xylose	14	21	18	21	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate II	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate II	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate and lactate II	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate and lactate II	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Trehalose-specific II component [mD:m00270]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Trehalose-specific II component [mD:m00270]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Phenylalanine metabolism	06_Amino acid utilization biosynthesis metabolism#Phenylalanine metabolism	4	7	7	7	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Iron complex transporter [mD:m00240]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Iron complex transporter [mD:m00240]	2	5	5	5	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate I	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate I	0	0	0	0	FOAM
10_TCA cycle#TCA cycle	10_TCA cycle#TCA cycle	2	9	9	9	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#General l-amino acid transporter [mD:m00232]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#General l-amino acid transporter [mD:m00232]	2	2	2	2	FOAM
20_Hydrolysis of polymers#Arabinose	20_Hydrolysis of polymers#Arabinose	0	0	0	0	FOAM
15_Methylotrophy#Formaldehyde oxidation (glutathione-dependent)	15_Methylotrophy#Formaldehyde oxidation (glutathione-dependent)	2	13	13	13	FOAM
15_Methylotrophy#Serine pathway for formaldehyde fixation	15_Methylotrophy#Serine pathway for formaldehyde fixation	4	5	5	5	FOAM
06_Amino acid utilization biosynthesis metabolism#Methionine biosynthesis	06_Amino acid utilization biosynthesis metabolism#Methionine biosynthesis	1	2	2	2	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation II	06_Amino acid utilization biosynthesis metabolism#Lysine degradation II	0	0	0	0	FOAM
21_Cellular response to stress#Cellular response to osmotic stress	21_Cellular response to stress#Cellular response to osmotic stress	2	9	9	9	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Glycine betaine/proline transporter [mD:m00208]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Glycine betaine/proline transporter [mD:m00208]	0	0	0	0	FOAM
16_Embden Meyerhof-Parnos (EMP)#EMP modified pathway	16_Embden Meyerhof-Parnos (EMP)#EMP modified pathway	2	3	3	3	FOAM
01_Fermentation#Pyruvate fermentation to butanol	01_Fermentation#Pyruvate fermentation to butanol	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Rhamnose transporter [mD:m00220]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Rhamnose transporter [mD:m00220]	1	1	1	1	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfur disproportionation	18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfur disproportionation	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Cysteine and methionine	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Cysteine and methionine	14	37	32	37	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Hybrid protein	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Hybrid protein	1	1	1	1	FOAM
01_Fermentation#Homolactic fermentation	01_Fermentation#Homolactic fermentation	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Enterobactin (siderophore) exporter (Ents) family [tc:2.A.1.38]	12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Enterobactin (siderophore) exporter (Ents) family [tc:2.A.1.38]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Monocarboxylate porter (mcp) family [tc:2.A.1.13]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Monocarboxylate porter (mcp) family [tc:2.A.1.13]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation v	06_Amino acid utilization biosynthesis metabolism#Lysine degradation v	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative tungstate transporter [mD:m00186]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative tungstate transporter [mD:m00186]	2	2	2	2	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Putative YqgE transporter (YqgE) family [tc:2.A.1.33]	12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Putative YqgE transporter (YqgE) family [tc:2.A.1.33]	0	0	0	0	FOAM
14_Methanogenesis#From methanol	14_Methanogenesis#From methanol	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Cysteine and methionine metabolism	06_Amino acid utilization biosynthesis metabolism#Cysteine and methionine metabolism	8	9	9	9	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Protein transporters#Peptide-acetyl-coA transporter (pAt) [tc:2.A.1.25]	12_Transporters#Major Facilitator superfamily (MFS)#Protein transporters#Peptide-acetyl-coA transporter (pAt) [tc:2.A.1.25]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Methyl-galactoside transporter [mD:m00214]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Methyl-galactoside transporter [mD:m00214]	1	1	1	1	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Phosphate and organophosphate transporters#Phosphate:h+ symporter (phs) family [tc:2.A.1.9]	12_Transporters#Major Facilitator superfamily (MFS)#Phosphate and organophosphate transporters#Phosphate:h+ symporter (phs) family [tc:2.A.1.9]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Mannose-specific II component [mD:m00276]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Mannose-specific II component [mD:m00276]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipopolysaccharide transporter [mD:m00320]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipopolysaccharide transporter [mD:m00320]	0	0	0	0	FOAM
